Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Chicago Cubs,MLB,Batting Second,2,2,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Chicago Cubs,MLB,Batting Third,99,83,,18,4,0,5,13,10,32,,,5,.217,.337,.446,.783
Chicago Cubs,MLB,Batting Fourth,99,87,,19,5,0,4,14,9,39,,,3,.218,.313,.414,.727
Chicago Cubs,MLB,Batting Fifth,122,102,,19,5,0,4,9,20,40,,,0,.186,.320,.353,.673
Chicago Cubs,MLB,Batting Sixth,111,101,,23,7,0,9,15,8,33,,,1,.228,.288,.564,.852
Chicago Cubs,MLB,Batting Seventh,63,58,,9,5,0,1,6,5,23,,,0,.155,.222,.293,.515
Chicago Cubs,MLB,Batting Eighth,34,32,,9,2,0,2,9,1,14,,,0,.281,.294,.531,.825
Chicago Cubs,MLB,Batting Ninth,4,4,,0,0,0,0,0,0,2,,,0,.000,.000,.000,.000
