BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SwansonSS,4,1,1,3,0,1,2,.289,.791
Olson1B,4,0,0,0,0,0,1,.254,.835
Riley3B,4,0,1,0,0,1,0,.286,.908
d'ArnaudC,4,0,2,0,0,2,1,.268,.791
"Contreras, WmDH",4,0,0,0,0,2,3,.272,.870
"Rosario, ELF",4,0,2,0,0,1,1,.190,.553
Grissom2B,4,1,0,0,0,0,4,.324,.861
"Harris II, MCF",4,0,4,0,0,0,0,.298,.860
GrossmanRF,4,1,0,0,0,0,5,.209,.607
,36,3,10,3,0,7,17,,
