PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
Odorizzi,5.2,4,2,2,1,4,1,3.90
"Lee, D",0.2,0,0,0,1,1,0,2.68
"McHugh(H, 10)",0.2,0,0,0,0,0,0,2.73
"Minter(L, 5-4)(BS, 4)",0.2,2,4,1,1,2,2,2.32
"Jackson, J",0.1,0,0,0,0,1,0,0.00
,8.0,6,6,3,3,8,3,
