Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2022,CLE,AL,LF,123,110,1019.2,233,224,7,2,2,,.991
2022,CLE,AL,CF,7,4,30.0,9,9,0,0,0,,1.000
2022,CLE,AL,RF,20,19,153.0,36,33,1,2,1,,.944
2022,CLE,AL,DH,6,6,0.0,0,0,0,0,0,,.000
1 Season,CLE,AL,LF,123,110,1019.2,233,224,7,2,2,,.991
,CLE,AL,CF,7,4,30.0,9,9,0,0,0,,1.000
,CLE,AL,RF,20,19,153.0,36,33,1,2,1,,.944
,CLE,AL,DH,6,6,0.0,0,0,0,0,0,,.000
