BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerDH,4,0,0,0,0,1,6,.323,.995
BichetteSS,5,0,1,0,0,0,7,.219,.594
Guerrero1B,4,0,0,0,0,4,1,.333,1.172
Gurriel Jr.LF,3,0,1,0,0,2,0,.192,.481
"Tapia, RRF",4,0,1,0,0,1,2,.143,.286
KirkC,3,0,2,0,1,0,2,.200,.461
Biggio2B,2,0,0,0,2,2,2,.000,.333
Espinal3B,3,0,0,0,1,1,3,.238,.637
ZimmerCF,3,0,0,0,0,0,3,.000,.000
"a-Chapman, MPH",0,0,0,0,1,0,0,.190,.673
,31,0,5,0,5,11,26,,
