BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Anderson, TiSS",2,1,0,0,2,0,0,.311,.769
Moncada3B,3,0,1,2,1,2,0,.212,.605
VaughnRF,4,1,1,0,0,0,4,.298,.807
"Abreu, J1B",3,1,0,0,1,2,3,.304,.858
"Jiménez, ELF",3,1,2,1,0,0,0,.219,.622
EngelCF,1,0,0,0,0,0,2,.246,.658
GrandalDH,3,0,1,0,1,0,1,.196,.545
"1-Garcia, LePR-DH",0,0,0,0,0,0,0,.203,.489
PollockCF-LF,4,1,2,2,0,0,2,.231,.603
Harrison2B,4,0,0,0,0,0,3,.233,.670
McGuireC,3,0,1,0,0,0,0,.230,.557
,30,5,8,5,5,4,15,,
