Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2017,LAD,NL,25,7,11,0,0,.167,1,1,1,101,4.040,.160,.040,.500,.130,0,0
2018,LAD,NL,86,29,40,1,0,.306,7,4,12,347,4.035,.163,.012,.571,.117,2,0
2019,LAD,NL,377,163,139,0,6,.309,36,8,61,1468,3.894,.130,.032,.531,.181,0,2
2020,BOS,AL,221,96,61,0,1,.371,22,4,24,923,4.176,.204,.027,.378,.169,2,0
2021,BOS,AL,604,232,212,0,5,.327,47,11,80,2346,3.884,.159,.022,.531,.138,1,2
2022,BOS,AL,644,240,280,0,6,.309,51,14,121,2490,3.866,.134,.017,.488,.125,4,1
6 Seasons,2 Teams,,1957,767,743,1,18,.319,164,42,299,7675,3.922,.150,.022,.497,.144,9,5
