Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2017,,,,,,,,,40,,,,,,12,,
2018,,,,,,,,,76,,,,,,58,,
2019,57,92,57,33,66,22,29,55,79,52,93,29,90,47,61,81,
2020,21,33,22,22,24,51,38,20,65,27,62,33,86,47,68,81,99
2021,65,90,60,40,73,59,38,66,76,67,81,42,88,57,52,11,94
2022,66,92,70,51,61,60,31,51,72,39,92,27,92,73,38,13,75
