BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,4,0,1,0,0,0,2,.294,.757
"Rosario, ASS",4,1,0,0,0,0,4,.285,.732
"Ramírez, Jo3B",4,0,2,1,0,1,2,.284,.896
Gimenez2B,4,1,3,3,0,1,1,.313,.876
"Gonzalez, ORF",4,0,2,0,0,1,2,.300,.769
"Miller, O1B",3,0,0,0,1,1,3,.241,.661
"Jones, NDH",4,0,0,0,0,3,5,.253,.705
HedgesC,3,0,0,0,1,0,4,.176,.529
StrawCF,3,2,1,0,1,0,1,.207,.547
,33,4,9,4,3,7,24,,
