BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,3,1,1,0,1,0,1,.237,.716
"Soto, JRF",3,1,2,1,1,0,0,.242,.858
"Machado, M3B",4,1,2,1,0,1,3,.297,.896
Drury1B,4,0,0,0,0,0,5,.263,.822
Cronenworth2B,4,0,1,2,0,1,0,.241,.726
BellDH,4,0,1,0,0,0,1,.274,.803
1-LiberatoPR-DH,0,0,0,0,0,0,0,.000,.000
KimSS,4,1,2,1,0,0,0,.249,.704
"Nola, AuC",4,0,0,0,0,0,2,.245,.637
AzocarCF,3,1,1,0,0,0,0,.279,.690
,33,5,10,5,2,2,12,,
