BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,3,0,0,0,1,0,3,.302,.947
"Marte, SRF",4,0,1,0,0,2,1,.254,.686
LindorSS,3,0,1,0,1,2,2,.305,.984
Alonso1B,4,0,0,0,0,2,4,.258,.756
Escobar3B,3,0,0,0,1,1,2,.275,.932
"Smith, DoDH",4,1,1,0,0,0,2,.179,.508
"Canó, R2B",3,0,1,0,0,1,1,.206,.544
a-CanhaPH,1,0,0,0,0,1,0,.324,.734
McNeilLF,3,1,2,1,0,0,0,.302,.807
"b-Davis, JPH",1,0,0,0,0,0,0,.200,.554
NidoC,3,0,1,1,0,1,1,.182,.356
,32,2,7,2,3,10,16,,
