BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Story2B,4,0,0,0,0,4,2,.210,.589
Devers3B,4,0,1,0,0,2,1,.284,.763
BogaertsSS,4,0,1,0,0,2,1,.354,.904
MartinezDH,4,0,1,0,0,2,3,.306,.910
VerdugoLF,4,0,0,0,0,1,1,.217,.592
CorderoRF,4,0,0,0,0,1,1,.214,.536
Dalbec1B,4,0,1,0,0,1,0,.147,.444
Bradley Jr.CF,3,0,2,0,0,0,1,.200,.561
PlaweckiC,3,0,0,0,0,0,2,.154,.333
,34,0,6,0,0,13,12,,
