Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,NYM,NL,LF,13,11,86.2,22,21,0,1,0,,.955
2016,NYM,NL,CF,4,0,9.0,1,1,0,0,0,,1.000
2016,NYM,NL,RF,7,4,43.0,7,7,0,0,0,,1.000
2017,NYM,NL,LF,32,29,259.1,77,77,0,0,0,,1.000
2017,NYM,NL,CF,12,8,75.1,20,18,2,0,0,,1.000
2017,NYM,NL,RF,8,6,57.0,14,13,0,1,0,,.929
2017,NYM,NL,DH,1,0,0.0,0,0,0,0,0,,.000
2018,NYM,NL,LF,32,26,248.1,57,56,1,0,1,,1.000
2018,NYM,NL,CF,44,41,350.1,93,91,2,0,1,,1.000
2018,NYM,NL,RF,62,48,442.0,104,102,1,1,0,,.990
2019,NYM,NL,LF,38,14,158.0,34,34,0,0,0,,1.000
2019,NYM,NL,CF,43,38,284.2,78,77,0,1,0,,.987
2019,NYM,NL,RF,6,4,38.1,17,17,0,0,0,,1.000
2020,NYM,NL,LF,22,6,85.0,10,9,1,0,0,,1.000
2020,NYM,NL,CF,44,41,308.1,84,81,1,2,0,,.976
2020,NYM,NL,RF,10,3,36.0,9,8,1,0,0,,1.000
2021,NYM,NL,LF,10,3,33.0,7,7,0,0,0,,1.000
2021,NYM,NL,CF,84,82,678.2,199,196,2,1,1,,.995
2022,NYM,NL,CF,151,148,1282.1,308,304,4,0,1,,1.000
7 Seasons,NYM,NL,LF,147,89,870.1,207,204,2,1,1,,.995
,NYM,NL,CF,382,358,2988.2,783,768,11,4,3,,.995
,NYM,NL,RF,93,65,616.1,151,147,2,2,0,,.987
,NYM,NL,DH,1,0,0.0,0,0,0,0,0,,.000
