Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2011,2 Teams,,Minors,CF,9,9,80.2,21,21,0,0,0,,1.000
2011,2 Teams,,Minors,CF,9,9,80.2,21,21,0,0,0,,1.000
2011,GCL Mets,GCL,ROK,CF,6,6,53.2,13,13,0,0,0,,1.000
2011,GCL Mets,GCL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2011,Kingsport Mets,APP,ROK,CF,3,3,27.0,8,8,0,0,0,,1.000
2011,2 Teams,,ROK,CF,9,9,80.2,21,21,0,0,0,,1.000
2012,Brooklyn Cyclones,NYP,A(Short),CF,69,69,624.0,158,152,5,1,2,,.994
2013,Savannah Sand Gnats,SAL,A(Full),CF,106,106,909.2,239,226,6,7,1,,.971
2013,Savannah Sand Gnats,SAL,A(Full),DH,3,3,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,CF,100,97,850.2,246,240,4,2,1,,.992
2014,2 Teams,,Minors,CF,100,97,850.2,246,240,4,2,1,,.992
2014,St. Lucie Mets,FSL,A(Adv),CF,56,56,483.2,130,128,1,1,0,,.992
2014,St. Lucie Mets,FSL,A(Adv),DH,6,6,0.0,0,0,0,0,0,,.000
2014,Binghamton Mets,EAS,AA,LF,21,20,169.1,31,31,0,0,0,,1.000
2014,Binghamton Mets,EAS,AA,CF,44,41,367.0,116,112,3,1,1,,.991
2015,2 Teams,,Minors,DH,3,2,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,RF,27,26,221.0,61,56,5,0,1,,1.000
2015,2 Teams,,Minors,LF,3,2,19.0,2,2,0,0,0,,1.000
2015,2 Teams,,Minors,DH,3,2,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,RF,27,26,221.0,61,56,5,0,1,,1.000
2015,2 Teams,,Minors,LF,3,2,19.0,2,2,0,0,0,,1.000
2015,3 Teams,,Minors,CF,72,70,619.2,155,149,4,2,2,,.987
2015,3 Teams,,Minors,CF,72,70,619.2,155,149,4,2,2,,.987
2015,St. Lucie Mets,FSL,A(Adv),CF,2,2,18.0,1,1,0,0,0,,1.000
2015,St. Lucie Mets,FSL,A(Adv),DH,2,2,0.0,0,0,0,0,0,,.000
2015,Binghamton Mets,EAS,AA,LF,1,1,9.0,2,2,0,0,0,,1.000
2015,Binghamton Mets,EAS,AA,CF,57,57,503.1,127,123,3,1,2,,.992
2015,Binghamton Mets,EAS,AA,RF,10,10,89.0,23,22,1,0,0,,1.000
2015,Las Vegas 51s,PCL,AAA,LF,2,1,10.0,0,0,0,0,0,,.000
2015,Las Vegas 51s,PCL,AAA,CF,13,11,98.1,27,25,1,1,0,,.963
2015,Las Vegas 51s,PCL,AAA,RF,17,16,132.0,38,34,4,0,1,,1.000
2015,Las Vegas 51s,PCL,AAA,DH,1,0,0.0,0,0,0,0,0,,.000
2016,Las Vegas 51s,PCL,AAA,LF,23,23,199.2,43,43,0,0,0,,1.000
2016,Las Vegas 51s,PCL,AAA,CF,65,63,566.1,162,154,5,3,1,,.981
2016,Las Vegas 51s,PCL,AAA,RF,6,6,50.1,15,15,0,0,0,,1.000
2016,Las Vegas 51s,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,DH,2,2,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,CF,35,33,287.2,74,73,1,0,0,,1.000
2017,2 Teams,,Minors,DH,2,2,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,CF,35,33,287.2,74,73,1,0,0,,1.000
2017,St. Lucie Mets,FSL,A(Adv),CF,4,4,34.0,11,11,0,0,0,,1.000
2017,St. Lucie Mets,FSL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2017,Las Vegas 51s,PCL,AAA,CF,31,29,253.2,63,62,1,0,0,,1.000
2017,Las Vegas 51s,PCL,AAA,RF,12,12,104.1,29,27,1,1,1,,.966
2017,Las Vegas 51s,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2018,2 Teams,,Minors,CF,2,2,16.0,5,5,0,0,0,,1.000
2018,2 Teams,,Minors,CF,2,2,16.0,5,5,0,0,0,,1.000
2018,St. Lucie Mets,FSL,A(Adv),CF,1,1,7.0,3,3,0,0,0,,1.000
2018,St. Lucie Mets,FSL,A(Adv),RF,1,1,8.0,4,4,0,0,0,,1.000
2018,Las Vegas 51s,PCL,AAA,CF,1,1,9.0,2,2,0,0,0,,1.000
2019,2 Teams,,Minors,DH,5,5,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,CF,10,8,62.0,24,24,0,0,0,,1.000
2019,2 Teams,,Minors,DH,5,5,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,CF,10,8,62.0,24,24,0,0,0,,1.000
2019,St. Lucie Mets,FSL,A(Adv),CF,2,1,11.0,5,5,0,0,0,,1.000
2019,St. Lucie Mets,FSL,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2019,Syracuse Mets,INT,AAA,LF,2,1,5.0,2,2,0,0,0,,1.000
2019,Syracuse Mets,INT,AAA,CF,8,7,51.0,19,19,0,0,0,,1.000
2019,Syracuse Mets,INT,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
2021,Syracuse Mets,INT,AAA,CF,9,9,62.0,14,14,0,0,0,,1.000
,2 Teams,,ROK,CF,9,9,80.2,21,21,0,0,0,,1.000
,FCL Mets,GCL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
,2 Teams,,AAA,LF,27,25,214.2,45,45,0,0,0,,1.000
,2 Teams,,AAA,CF,127,120,1040.1,287,276,7,4,1,,.986
,Las Vegas Aviators,PCL,AAA,RF,35,34,286.2,82,76,5,1,2,,.988
,2 Teams,,AAA,DH,5,4,0.0,0,0,0,0,0,,.000
,Binghamton Rumble Ponies,EAS,AA,LF,22,21,178.1,33,33,0,0,0,,1.000
,Binghamton Rumble Ponies,EAS,AA,CF,101,98,870.1,243,235,6,2,3,,.992
,Binghamton Rumble Ponies,EAS,AA,RF,10,10,89.0,23,22,1,0,0,,1.000
,St. Lucie Mets,FSL,A+,CF,65,64,553.2,150,148,1,1,0,,.993
,St. Lucie Mets,FSL,A+,RF,1,1,8.0,4,4,0,0,0,,1.000
,St. Lucie Mets,FSL,A+,DH,12,12,0.0,0,0,0,0,0,,.000
,Savannah Sand Gnats,SAL,A,CF,106,106,909.2,239,226,6,7,1,,.971
,Savannah Sand Gnats,SAL,A,DH,3,3,0.0,0,0,0,0,0,,.000
,Brooklyn Cyclones,SAL,A(Short),CF,69,69,624.0,158,152,5,1,2,,.994
,1 Teams,,Minors,LF,22,21,178.1,33,33,0,0,0,,1.000
,4 Teams,,Minors,CF,341,337,2957.2,790,761,18,11,6,,.986
,3 Teams,,Minors,RF,46,45,383.2,109,102,6,1,2,,.991
,3 Teams,,Minors,DH,16,16,0.0,0,0,0,0,0,,.000
,1 Teams,,Minors,LF,22,21,178.1,33,33,0,0,0,,1.000
,4 Teams,,Minors,CF,341,337,2957.2,790,761,18,11,6,,.986
,3 Teams,,Minors,RF,46,45,383.2,109,102,6,1,2,,.991
Career Minors,3 Teams,,,DH,16,16,0.0,0,0,0,0,0,,.000
