Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
New York Mets,MLB,First Inning,149,135,24,35,9,0,2,4,8,34,1,1,6,.259,.329,.370,.699
New York Mets,MLB,Second Inning,45,38,4,14,4,0,2,17,5,9,0,0,0,.368,.432,.632,1.064
New York Mets,MLB,Third Inning,96,85,15,22,4,0,3,8,8,19,0,0,2,.259,.333,.412,.745
New York Mets,MLB,Fourth Inning,52,46,7,16,3,1,2,5,6,11,0,0,0,.348,.423,.587,1.010
New York Mets,MLB,Fifth Inning,80,66,10,15,0,1,1,3,9,9,1,0,3,.227,.346,.303,.649
New York Mets,MLB,Sixth Inning,62,51,14,15,3,3,1,5,10,7,1,0,1,.294,.419,.529,.948
New York Mets,MLB,Seventh Inning,76,65,7,18,3,0,1,5,8,14,0,1,3,.277,.382,.369,.751
New York Mets,MLB,Eighth Inning,67,56,9,12,0,2,1,5,10,8,0,0,1,.214,.343,.339,.682
New York Mets,MLB,Ninth Inning,41,33,9,11,4,0,2,9,7,4,0,0,0,.333,.439,.636,1.075
New York Mets,MLB,Extra Innings,5,5,3,1,0,0,1,3,0,1,0,0,0,.200,.200,.800,1.000
