 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2016,,105,20.3,12.4%,7.6%,56,25.3,1.8%,30.4%
2017,,288,19.1,7.3%,1.7%,214,23.7,0.0%,10.7%
2018,,829,18.1,14.8%,1.4%,345,24.1,0.0%,14.5%
2019,,360,18.3,13.9%,1.7%,188,25.7,0.0%,19.7%
2020,,365,18.7,16.4%,1.9%,125,26.0,1.6%,25.6%
2021,,559,19.2,8.2%,1.3%,215,26.3,0.0%,23.7%
2022,,1026,19.9,7.1%,3.2%,370,26.6,0.0%,27.3%
