PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
"Pivetta(L, 0-1)",5.2,4,4,4,3,4,2,6.35
"Davis, A",0.1,0,0,0,0,0,0,0.00
Sawamura,1.0,0,0,0,0,0,0,0.00
"Valdez, P",1.0,0,0,0,0,1,0,0.00
,8.0,4,4,4,3,5,2,
