Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Chicago White Sox,MLB,First Inning,60,55,7,9,1,0,1,3,3,10,0,0,2,.164,.233,.236,.469
Chicago White Sox,MLB,Second Inning,67,64,11,21,5,0,3,10,2,10,1,0,0,.328,.343,.547,.890
Chicago White Sox,MLB,Third Inning,50,48,4,7,0,0,2,4,2,12,0,0,0,.146,.180,.271,.451
Chicago White Sox,MLB,Fourth Inning,58,55,8,15,6,0,1,5,2,14,0,0,0,.273,.293,.436,.729
Chicago White Sox,MLB,Fifth Inning,61,57,4,10,3,0,0,1,3,11,0,0,0,.175,.213,.228,.441
Chicago White Sox,MLB,Sixth Inning,68,64,6,15,5,0,1,7,4,12,0,0,0,.234,.279,.359,.638
Chicago White Sox,MLB,Seventh Inning,48,44,3,14,4,0,0,6,4,7,1,0,0,.318,.375,.409,.784
Chicago White Sox,MLB,Eighth Inning,63,54,9,17,2,1,3,13,8,13,0,1,0,.315,.397,.556,.953
Chicago White Sox,MLB,Ninth Inning,42,38,5,7,0,0,2,3,4,8,1,0,0,.184,.262,.342,.604
Chicago White Sox,MLB,Extra Innings,10,10,4,5,0,0,1,4,0,1,0,0,0,.500,.500,.800,1.300
