PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L",5.2,8,3,3,0,6,0,4.76
"Trivino(H, 1)",0.1,1,0,0,0,0,0,0.00
"Loáisiga(H, 2)",0.2,1,0,0,0,1,0,0.00
"Peralta, Wa(H, 2)",1.2,2,2,2,0,2,0,4.50
"Schmidt(L, 0-1)(BS, 1)",0.1,3,1,1,0,1,0,6.75
,8.2,15,6,6,0,10,0,
