Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Colorado Springs Sky Sox,Triple-A,Bases Empty,85,78,,29,4,2,1,1,7,13,,,0,.372,.424,.513,.937
Colorado Springs Sky Sox,Triple-A,Bases Loaded,2,1,,1,0,0,0,3,0,0,,,0,1.000,.500,1.000,1.500
Colorado Springs Sky Sox,Triple-A,Runner at 1st,30,28,,11,2,0,0,1,1,1,,,1,.393,.433,.464,.897
Colorado Springs Sky Sox,Triple-A,Runners at 1st & 2nd,12,12,,4,1,1,0,5,0,3,,,0,.333,.333,.583,.916
Colorado Springs Sky Sox,Triple-A,Runners at 1st & 3rd,2,1,,1,1,0,0,3,0,0,,,0,1.000,.500,2.000,2.500
Colorado Springs Sky Sox,Triple-A,Runner at 2nd,15,13,,4,0,2,0,4,1,1,,,1,.308,.400,.615,1.015
Colorado Springs Sky Sox,Triple-A,Runners at 2nd & 3rd,2,1,,0,0,0,0,1,1,0,,,0,.000,.500,.000,.500
Colorado Springs Sky Sox,Triple-A,Runner at 3rd,10,9,,2,0,0,0,4,0,1,,,0,.222,.200,.222,.422
Colorado Springs Sky Sox,Triple-A,Scoring Position,43,37,,12,2,3,0,20,2,5,,,1,.324,.349,.541,.890
