 , , ,,Runs
Year,Team,PA,Pitches,Heart,Shadow,Chase,Waste,All
2011,,62,196,-1,-3,-1,0,-4
2012,,243,878,1,-7,4,1,-1
2013,,432,"1,494",-5,-13,5,3,-10
2014,,528,"1,954",-10,-6,7,4,-5
2015,,616,"2,424",0,-15,13,7,5
2016,,633,"2,568",-3,-1,20,10,26
2017,,686,"2,697",-11,-9,20,12,12
2018,,597,"2,252",-9,-4,16,8,10
2019,,687,"2,567",17,-4,23,9,44
2020,,252,964,-1,0,9,5,12
2021,,672,"2,633",-34,-4,27,12,2
2022,,538,"2,148",-4,-10,20,8,14
