Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Louisville Bats,Triple-A,Bases Empty,5,3,,0,0,0,0,0,2,0,,,0,.000,.400,.000,.400
Louisville Bats,Triple-A,Runner at 1st,2,2,,1,1,0,0,0,0,1,,,0,.500,.500,1.000,1.500
Louisville Bats,Triple-A,Runner at 2nd,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
Louisville Bats,Triple-A,Scoring Position,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
