Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Seattle Mariners,MLB,First Inning,70,55,12,26,4,1,7,29,13,17,0,0,0,.473,.557,.964,1.521
Seattle Mariners,MLB,Second Inning,84,72,5,12,4,0,2,2,11,23,0,0,1,.167,.286,.306,.592
Seattle Mariners,MLB,Third Inning,55,48,7,7,1,0,1,5,7,19,0,0,0,.146,.255,.229,.484
Seattle Mariners,MLB,Fourth Inning,83,69,12,15,3,1,3,7,11,26,0,0,1,.217,.325,.420,.745
Seattle Mariners,MLB,Fifth Inning,58,50,8,14,1,0,4,9,5,19,0,0,2,.280,.362,.540,.902
Seattle Mariners,MLB,Sixth Inning,78,70,8,15,5,0,3,9,6,28,0,0,2,.214,.295,.414,.709
Seattle Mariners,MLB,Seventh Inning,64,60,8,15,0,0,5,10,4,22,0,0,0,.250,.297,.500,.797
Seattle Mariners,MLB,Eighth Inning,71,61,2,10,1,0,1,5,9,24,0,0,1,.164,.282,.230,.512
Seattle Mariners,MLB,Ninth Inning,58,50,9,12,5,0,4,8,7,16,0,0,1,.240,.345,.580,.925
Seattle Mariners,MLB,Extra Innings,8,8,5,2,0,0,1,3,0,2,0,0,0,.250,.250,.625,.875
