Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Suárez, Eugenio - RHB",2015,0.00,0.55,0.84,1.10,1.35,1.58,1.80,2.01,2.21,2.41,2.60,2.78,2.97,3.15,3.33,3.51,3.69,3.87,4.06
"Suárez, Eugenio - RHB",2016,0.00,0.54,0.84,1.11,1.36,1.59,1.80,2.01,2.20,2.39,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.85,4.03
"Suárez, Eugenio - RHB",2017,0.00,0.54,0.84,1.11,1.36,1.59,1.81,2.02,2.21,2.41,2.60,2.79,2.97,3.15,3.33,3.51,3.69,3.88,4.08
"Suárez, Eugenio - RHB",2018,0.00,0.54,0.85,1.13,1.38,1.61,1.83,2.04,2.25,2.44,2.64,2.83,3.01,3.20,3.38,3.57,3.75,3.93,4.13
"Suárez, Eugenio - RHB",2019,0.00,0.54,0.85,1.13,1.38,1.62,1.84,2.06,2.26,2.46,2.66,2.85,3.04,3.23,3.42,3.60,3.79,3.99,4.20
"Suárez, Eugenio - RHB",2020,0.00,0.56,0.89,1.17,1.42,1.65,1.88,2.08,2.29,2.49,2.69,2.87,3.06,3.25,3.43,3.61,3.80,3.99,4.19
"Suárez, Eugenio - RHB",2021,0.00,0.56,0.89,1.16,1.41,1.64,1.86,2.07,2.27,2.47,2.66,2.85,3.03,3.22,3.40,3.58,3.77,3.95,4.15
"Suárez, Eugenio - RHB",2022,0.00,0.56,0.89,1.17,1.42,1.66,1.88,2.09,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.64,3.84,4.04,4.25

