Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Oakland Athletics,MLB,First Inning,111,98,18,24,9,0,0,0,10,7,4,0,3,.245,.333,.337,.670
Oakland Athletics,MLB,Second Inning,28,22,1,3,0,0,0,2,5,8,0,0,0,.136,.286,.136,.422
Oakland Athletics,MLB,Third Inning,97,86,10,20,4,1,2,6,9,15,1,0,1,.233,.313,.372,.685
Oakland Athletics,MLB,Fourth Inning,30,27,3,7,1,0,0,4,2,4,1,0,0,.259,.300,.296,.596
Oakland Athletics,MLB,Fifth Inning,75,66,11,21,1,0,1,10,7,6,3,0,2,.318,.400,.379,.779
Oakland Athletics,MLB,Sixth Inning,59,53,5,11,1,0,2,6,4,3,1,0,1,.208,.276,.340,.616
Oakland Athletics,MLB,Seventh Inning,49,43,3,8,2,0,0,8,3,8,0,1,0,.186,.234,.233,.467
Oakland Athletics,MLB,Eighth Inning,69,67,4,11,4,1,1,4,1,11,0,0,0,.164,.176,.299,.475
Oakland Athletics,MLB,Ninth Inning,36,31,4,10,2,0,1,5,4,7,1,0,1,.323,.417,.484,.901
Oakland Athletics,MLB,Extra Innings,4,4,2,2,0,0,0,1,0,0,0,0,0,.500,.500,.500,1.000
