Season,Outs Above Average,,Back Left,Back,Back Right,Back All,In Left,In,In Right,In All,Expected Catch Percentage (%),Actual Catch Percentage (%),Catch Percentage Added (%)
2016,0,,0,0,0,0,0,0,0,0,85,86,1
2017,0,,0,0,0,0,0,0,0,0,92,93,1
2018,0,,1,1,-2,0,0,1,0,0,86,86,0
2019,3,,0,1,1,2,0,0,0,1,88,93,5
2020,0,,0,0,0,0,0,0,0,0,97,100,3
2021,2,,0,1,1,2,1,0,-1,0,87,90,3
2022,-2,,-1,1,0,0,-2,0,0,-2,89,87,-2
