Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,2 Teams,,Minors,2B,64,60,529.0,286,103,176,7,33,,.976
2013,2 Teams,,Minors,2B,64,60,529.0,286,103,176,7,33,,.976
2013,2 Teams,,Minors,2B,64,60,529.0,286,103,176,7,33,,.976
2013,Tri-City ValleyCats,NYP,A(Short),2B,47,43,377.0,205,78,124,3,18,,.985
2013,Tri-City ValleyCats,NYP,A(Short),LF,3,2,17.0,4,4,0,0,0,,1.000
2013,Quad Cities River Bandits,MID,A(Full),2B,17,17,152.0,81,25,52,4,15,,.951
2013,Quad Cities River Bandits,MID,A(Full),CF,3,3,25.2,7,6,0,1,0,,.857
2013,Quad Cities River Bandits,MID,A(Full),DH,7,7,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,2B,120,120,1057.1,524,225,292,7,67,,.987
2014,2 Teams,,Minors,2B,120,120,1057.1,524,225,292,7,67,,.987
2014,2 Teams,,Minors,2B,120,120,1057.1,524,225,292,7,67,,.987
2014,Lancaster JetHawks,CAL,A(Adv),2B,64,64,569.2,294,124,164,6,42,,.980
2014,Lancaster JetHawks,CAL,A(Adv),DH,8,8,0.0,0,0,0,0,0,,.000
2014,Corpus Christi Hooks,TEX,AA,2B,56,56,487.2,230,101,128,1,25,,.996
2014,Corpus Christi Hooks,TEX,AA,LF,3,3,25.0,6,6,0,0,0,,1.000
2015,2 Teams,,Minors,CF,27,24,206.0,59,58,1,0,0,,1.000
2015,2 Teams,,Minors,LF,5,5,39.0,6,6,0,0,0,,1.000
2015,2 Teams,,Minors,2B,92,88,770.1,366,155,208,3,51,,.992
2015,2 Teams,,Minors,CF,27,24,206.0,59,58,1,0,0,,1.000
2015,2 Teams,,Minors,LF,5,5,39.0,6,6,0,0,0,,1.000
2015,2 Teams,,Minors,2B,92,88,770.1,366,155,208,3,51,,.992
2015,2 Teams,,Minors,CF,27,24,206.0,59,58,1,0,0,,1.000
2015,2 Teams,,Minors,LF,5,5,39.0,6,6,0,0,0,,1.000
2015,2 Teams,,Minors,2B,92,88,770.1,366,155,208,3,51,,.992
2015,Corpus Christi Hooks,TEX,AA,2B,41,40,358.1,181,81,97,3,28,,.983
