Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,HOU,AL,2B,5,1,18.0,8,2,5,1,1,,.875
2016,HOU,AL,LF,37,24,227.0,36,33,2,1,0,,.972
2016,HOU,AL,CF,1,0,2.0,1,1,0,0,0,,1.000
2016,HOU,AL,RF,1,0,3.0,0,0,0,0,0,,.000
2016,HOU,AL,DH,8,3,0.0,0,0,0,0,0,,.000
2017,HOU,AL,LF,10,8,68.0,10,10,0,0,0,,1.000
2017,HOU,AL,CF,4,2,22.0,4,4,0,0,0,,1.000
2017,HOU,AL,DH,1,0,0.0,0,0,0,0,0,,.000
2018,HOU,AL,2B,7,1,23.0,8,2,6,0,2,,1.000
2018,HOU,AL,LF,61,45,392.2,73,73,0,0,0,,1.000
2018,HOU,AL,CF,32,27,226.0,62,61,1,0,1,,1.000
2018,HOU,AL,RF,2,2,15.0,4,4,0,0,0,,1.000
2018,HOU,AL,DH,1,1,0.0,0,0,0,0,0,,.000
2019,HOU,AL,2B,29,20,215.0,83,33,50,0,6,,1.000
2019,HOU,AL,LF,14,7,75.2,16,16,0,0,0,,1.000
2019,HOU,AL,CF,11,9,70.0,22,22,0,0,0,,1.000
2019,HOU,AL,DH,6,5,0.0,0,0,0,0,0,,.000
2019,CHC,NL,2B,14,10,92.0,49,19,29,1,7,,.980
2019,CHC,NL,LF,6,2,27.0,11,11,0,0,0,,1.000
2019,CHC,NL,CF,1,0,1.0,1,1,0,0,0,,1.000
2019,CHC,NL,RF,3,3,23.0,7,7,0,0,0,,1.000
2019,2 Teams,,2B,43,30,307.0,132,52,79,1,13,,.992
2019,2 Teams,,LF,20,9,102.2,27,27,0,0,0,,1.000
2019,2 Teams,,CF,12,9,71.0,23,23,0,0,0,,1.000
2020,OAK,AL,2B,43,31,258.1,105,49,55,1,12,,.990
2020,OAK,AL,LF,3,1,13.0,2,2,0,0,0,,1.000
2020,OAK,AL,DH,2,0,0.0,0,0,0,0,0,,.000
2021,OAK,AL,2B,89,53,520.1,256,103,148,5,34,,.980
2021,OAK,AL,SS,1,0,2.0,2,0,2,0,0,,1.000
2021,OAK,AL,LF,49,37,336.2,70,69,1,0,0,,1.000
2021,OAK,AL,DH,1,0,0.0,0,0,0,0,0,,.000
2022,OAK,AL,2B,89,67,611.2,300,126,171,3,35,,.990
2022,OAK,AL,LF,65,61,507.1,117,112,4,1,2,,.991
2022,OAK,AL,DH,2,2,0.0,0,0,0,0,0,,.000
7 Seasons,3 Teams,,2B,276,183,1738.1,809,334,464,11,97,,.986
,3 Teams,,LF,245,185,1647.1,335,326,7,2,2,,.994
,2 Teams,,CF,49,38,321.0,90,89,1,0,1,,1.000
,2 Teams,,RF,6,5,41.0,11,11,0,0,0,,1.000
,2 Teams,,DH,21,11,0.0,0,0,0,0,0,,.000
,OAK,AL,SS,1,0,2.0,2,0,2,0,0,,1.000
