BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Reyes, VRF",4,0,0,0,0,1,1,.290,.668
"Greene, RCF",4,1,1,0,0,0,1,.375,.899
"Báez, JSS",3,1,2,2,1,0,0,.216,.626
"Cabrera, MDH",4,0,1,0,0,2,1,.299,.710
"Castro, H3B",4,0,0,0,0,2,2,.273,.710
GrossmanLF,3,0,0,0,1,2,2,.206,.583
Torkelson1B,4,0,0,0,0,0,3,.191,.573
Schoop2B,3,0,1,0,1,0,1,.198,.557
BarnhartC,3,0,0,0,0,1,2,.221,.518
,32,2,5,2,3,8,13,,
