BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaCF",4,1,1,2,0,1,1,.297,.852
RefsnyderRF,4,2,2,2,0,0,1,.407,1.099
MartinezDH,3,1,0,0,1,0,0,.326,.922
BogaertsSS,3,0,1,0,1,1,2,.335,.883
VerdugoLF,4,0,1,2,0,1,2,.247,.640
Story2B,4,0,1,0,0,1,1,.223,.724
VázquezC,4,1,2,0,0,1,1,.278,.735
Dalbec1B,3,1,1,0,1,2,2,.207,.621
"Downs, Jet3B",4,0,0,0,0,3,5,.000,.000
,33,6,9,6,3,10,15,,
