Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2020,PIT,NL,3B,24,24,198.1,68,17,50,1,3,,.985
2021,PIT,NL,3B,95,89,766.1,249,73,173,3,28,,.988
2022,PIT,NL,3B,133,128,1102.2,428,109,307,12,36,,.972
2022,PIT,NL,SS,3,0,5.0,4,3,1,0,0,,1.000
2022,PIT,NL,DH,2,2,0.0,0,0,0,0,0,,.000
3 Seasons,PIT,NL,3B,252,241,2067.1,745,199,530,16,67,,.979
,PIT,NL,SS,3,0,5.0,4,3,1,0,0,,1.000
,PIT,NL,DH,2,2,0.0,0,0,0,0,0,,.000
