Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2020,PIT,NL,95,58,26,0,0,.450,14,2,13,388,4.084,.211,.053,.450,.306,0,0
2021,PIT,NL,396,135,133,0,2,.321,28,11,56,1532,3.869,.220,.015,.356,.116,1,1
2022,PIT,NL,560,174,193,0,2,.307,34,12,75,2227,3.977,.218,.013,.393,.101,6,0
3 Seasons,PIT,NL,1051,367,352,0,4,.324,76,25,144,4147,3.946,.218,.017,.384,.125,7,1
