Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Pittsburgh Pirates,MLB,First Inning,111,102,12,29,4,2,0,2,8,24,1,2,1,.284,.342,.363,.705
Pittsburgh Pirates,MLB,Second Inning,27,26,1,1,0,0,0,0,1,9,0,1,0,.038,.074,.038,.112
Pittsburgh Pirates,MLB,Third Inning,82,74,9,20,9,0,1,6,7,18,2,0,1,.270,.341,.432,.773
Pittsburgh Pirates,MLB,Fourth Inning,46,44,2,8,1,0,1,4,1,6,1,0,0,.182,.196,.273,.469
Pittsburgh Pirates,MLB,Fifth Inning,62,52,10,14,2,1,1,4,10,12,4,0,0,.269,.387,.404,.791
Pittsburgh Pirates,MLB,Sixth Inning,59,56,3,14,1,0,1,5,3,7,4,0,0,.250,.288,.321,.609
Pittsburgh Pirates,MLB,Seventh Inning,59,55,4,11,2,0,1,5,2,14,3,1,2,.200,.254,.291,.545
Pittsburgh Pirates,MLB,Eighth Inning,60,52,5,14,1,0,0,6,7,16,3,1,0,.269,.350,.288,.638
Pittsburgh Pirates,MLB,Ninth Inning,47,37,7,10,4,0,2,7,9,14,2,0,1,.270,.426,.541,.967
Pittsburgh Pirates,MLB,Extra Innings,7,7,2,2,0,0,0,2,0,2,0,0,0,.286,.286,.286,.572
