Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,Home Games,108,91,13,20,3,1,3,4,15,21,0,0,1,.220,.336,.374,.710
Washington Nationals,MLB,Home Games,217,166,32,40,10,0,11,24,50,29,2,2,1,.241,.419,.500,.919
Washington Nationals,MLB,Away Games,219,176,30,44,7,1,10,22,41,33,4,0,2,.250,.397,.472,.869
San Diego Padres,MLB,Away Games,120,91,18,23,5,0,3,12,29,13,0,0,0,.253,.433,.407,.840
Washington Nationals,MLB,Day Games,177,138,28,32,6,0,11,25,38,31,1,2,1,.232,.401,.514,.915
San Diego Padres,MLB,Day Games,77,60,12,16,2,1,2,4,17,11,0,0,0,.267,.429,.433,.862
San Diego Padres,MLB,Night Games,151,122,19,27,6,0,4,12,27,23,0,0,1,.221,.367,.369,.736
Washington Nationals,MLB,Night Games,259,204,34,52,11,1,10,21,53,31,5,0,2,.255,.413,.466,.879
Washington Nationals,MLB,Leading Off,90,69,,19,5,0,7,7,20,14,,,1,.275,.444,.652,1.096
San Diego Padres,MLB,Leading Off,40,33,,10,1,1,2,2,7,4,,,0,.303,.425,.576,1.001
San Diego Padres,MLB,Late / Close,25,18,,4,0,0,2,3,6,4,,,0,.222,.417,.556,.973
Washington Nationals,MLB,Late / Close,32,22,,5,1,0,0,0,9,5,,,1,.227,.469,.273,.742
