Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2018,19,27.2,4.21,,50,1,301,55.2
2019,20,27.3,4.25,,44,2,277,59.6
2020,21,26.2,4.29,,45,7,332,33.8
2021,22,27.0,4.33,,44,11,328,51.6
2022,23,26.6,4.39,,62,31,422,32.4
