Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Harrisburg Senators,Double-A,First Inning,8,7,2,4,1,0,0,4,1,2,0,0,0,.571,.625,.714,1.339
Potomac Nationals,Class A Advanced,First Inning,15,13,2,2,0,0,1,3,2,2,0,0,0,.154,.267,.385,.652
Hagerstown Suns,Class A,First Inning,16,12,3,4,1,0,2,4,4,1,1,0,0,.333,.500,.917,1.417
Harrisburg Senators,Double-A,Second Inning,3,3,1,1,0,0,1,2,0,1,0,0,0,.333,.333,1.333,1.666
Potomac Nationals,Class A Advanced,Second Inning,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Hagerstown Suns,Class A,Second Inning,3,3,2,3,1,1,0,5,0,0,0,0,0,1.000,1.000,2.000,3.000
Harrisburg Senators,Double-A,Third Inning,4,4,0,1,0,0,0,1,0,1,0,0,0,.250,.250,.250,.500
Potomac Nationals,Class A Advanced,Third Inning,13,12,5,7,1,1,2,4,1,1,0,0,0,.583,.615,1.333,1.948
Hagerstown Suns,Class A,Third Inning,7,5,0,1,0,0,0,3,1,1,0,0,0,.200,.286,.200,.486
Harrisburg Senators,Double-A,Fourth Inning,3,3,0,1,0,0,0,0,0,0,0,0,0,.333,.333,.333,.666
Potomac Nationals,Class A Advanced,Fourth Inning,5,5,1,1,1,0,0,2,0,1,0,0,0,.200,.200,.400,.600
Hagerstown Suns,Class A,Fourth Inning,9,7,2,3,1,1,0,0,2,1,0,0,0,.429,.556,.857,1.413
Harrisburg Senators,Double-A,Fifth Inning,5,4,1,2,1,0,1,3,1,1,0,0,0,.500,.600,1.500,2.100
Potomac Nationals,Class A Advanced,Fifth Inning,7,6,3,3,1,0,1,3,1,0,0,0,0,.500,.571,1.167,1.738
Hagerstown Suns,Class A,Fifth Inning,6,5,2,3,0,1,2,5,1,1,0,0,0,.600,.667,2.200,2.867
Harrisburg Senators,Double-A,Sixth Inning,3,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Potomac Nationals,Class A Advanced,Sixth Inning,8,7,1,3,0,0,1,3,1,2,0,0,0,.429,.500,.857,1.357
Hagerstown Suns,Class A,Sixth Inning,9,7,1,3,1,0,0,1,2,2,0,0,0,.429,.556,.571,1.127
Harrisburg Senators,Double-A,Seventh Inning,5,4,0,1,0,0,0,0,1,2,0,0,0,.250,.400,.250,.650
Potomac Nationals,Class A Advanced,Seventh Inning,7,6,2,4,0,0,1,1,1,0,0,0,0,.667,.714,1.167,1.881
Hagerstown Suns,Class A,Seventh Inning,9,7,2,2,0,0,1,3,2,2,0,0,0,.286,.444,.714,1.158
Harrisburg Senators,Double-A,Eighth Inning,1,0,0,0,0,0,0,0,1,0,1,0,0,.000,1.000,.000,1.000
Potomac Nationals,Class A Advanced,Eighth Inning,10,7,2,3,0,0,1,1,3,0,0,1,0,.429,.600,.857,1.457
Hagerstown Suns,Class A,Eighth Inning,6,6,0,2,1,0,0,2,0,3,1,0,0,.333,.333,.500,.833
Harrisburg Senators,Double-A,Ninth Inning,2,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Potomac Nationals,Class A Advanced,Ninth Inning,7,5,1,0,0,0,0,1,2,2,0,0,0,.000,.286,.000,.286
Hagerstown Suns,Class A,Ninth Inning,8,7,0,1,0,0,0,1,1,2,0,0,0,.143,.250,.143,.393
Harrisburg Senators,Double-A,Extra Innings,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Potomac Nationals,Class A Advanced,Extra Innings,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Hagerstown Suns,Class A,Extra Innings,1,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.000,.000,1.000
