BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,5,0,1,0,0,2,3,.036,.171
PeñaSS,5,0,0,0,0,2,3,.276,.886
"Alvarez, YLF",4,0,0,0,0,3,3,.200,.813
Bregman3B,4,1,2,0,0,0,0,.346,1.047
TuckerRF,3,1,0,0,1,2,2,.200,.606
Gurriel1B,4,1,1,0,0,0,0,.385,1.000
ManciniDH,2,0,0,1,1,1,0,.000,.182
VázquezC,3,1,1,2,1,0,1,.200,.473
McCormickCF,3,1,1,2,1,1,1,.313,1.109
DubónCF,0,0,0,0,0,0,0,.000,.000
,33,5,6,5,4,11,13,,
