PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Anderson(W, 9-1)",6.1,6,1,1,2,6,0,3.09
Graterol,0.2,1,0,0,0,1,0,3.75
Moronta,1.0,2,1,1,0,1,1,2.57
Vesia,1.0,1,0,0,1,2,0,3.16
,9.0,10,2,2,3,10,1,
