PITCHERS - TOR,IP,H,R,ER,BB,SO,HR,ERA
"Manoah(L, 4-1)",6.0,5,3,1,0,4,0,1.71
"Richards, T",1.0,0,0,0,0,1,0,3.60
Borucki,0.2,1,0,0,0,2,0,5.40
Phelps,0.1,0,0,0,0,1,0,2.84
,8.0,6,3,1,0,8,0,
