BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,2,0,0,0,1,0,1,.283,.906
GoldschmidtDH,4,0,1,0,0,2,2,.258,.666
O'NeillLF,4,0,0,0,0,2,3,.200,.572
Arenado3B,2,0,1,0,2,0,1,.344,1.092
CarlsonRF,3,0,0,0,1,1,4,.194,.488
BaderCF,4,0,0,0,0,0,1,.212,.562
DeJongSS,4,0,1,0,0,2,1,.150,.536
KniznerC,4,0,0,0,0,1,2,.269,.807
Donovan1B,2,0,0,0,0,1,1,.000,.333
,29,0,3,0,4,9,16,,
