PITCHERS - STL,IP,H,R,ER,BB,SO,HR,ERA
"Hicks, J(L, 1-2)",2.0,2,2,2,2,1,0,3.00
Pallante,3.0,3,0,0,0,1,0,0.96
Wittgren,0.2,0,0,0,1,1,0,1.80
Naughton,1.1,1,0,0,0,0,0,0.00
Whitley,1.0,0,0,0,0,0,0,0.00
Brooks,1.0,2,1,1,1,1,0,6.75
,9.0,8,3,3,4,4,0,
