Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Springer, George - RHB",2015,0.00,0.54,0.82,1.06,1.28,1.50,1.71,1.91,2.10,2.28,2.46,2.63,2.80,2.97,3.14,3.31,3.48,3.65,3.83
"Springer, George - RHB",2016,0.00,0.53,0.81,1.07,1.30,1.52,1.73,1.93,2.12,2.30,2.48,2.65,2.83,3.00,3.17,3.34,3.51,3.68,3.85
"Springer, George - RHB",2017,0.00,0.53,0.81,1.06,1.30,1.52,1.73,1.93,2.12,2.31,2.49,2.66,2.84,3.01,3.19,3.36,3.53,3.70,3.88
"Springer, George - RHB",2018,0.00,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.67,2.85,3.02,3.20,3.37,3.54,3.72,3.91
"Springer, George - RHB",2019,0.00,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.87
"Springer, George - RHB",2020,0.00,0.56,0.87,1.13,1.36,1.58,1.78,1.98,2.17,2.35,2.53,2.71,2.89,3.06,3.23,3.40,3.56,3.74,3.95
"Springer, George - RHB",2021,0.00,0.55,0.87,1.13,1.37,1.58,1.79,1.98,2.18,2.36,2.54,2.72,2.90,3.07,3.24,3.42,3.58,3.75,3.92
"Springer, George - RHB",2022,0.00,0.55,0.86,1.12,1.35,1.57,1.78,1.97,2.16,2.35,2.53,2.71,2.88,3.06,3.23,3.40,3.57,3.74,3.92

