BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
VierlingCF,4,1,1,0,0,1,2,.231,.641
SchwarberLF,4,0,0,0,0,1,1,.202,.803
Hoskins1B,4,0,0,0,0,2,1,.241,.802
RealmutoC,4,0,1,1,0,1,0,.253,.721
"Castellanos, NRF",4,1,2,0,0,0,1,.248,.659
BohmDH,4,2,3,0,0,1,1,.287,.720
"Munoz, Y2B",4,1,2,0,0,2,3,.234,.748
StottSS,4,1,2,5,0,1,3,.196,.600
Camargo3B,4,0,1,0,0,1,3,.242,.624
,36,6,12,6,0,10,15,,
