BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MargotDH,4,2,2,1,0,2,2,.298,.766
ArozarenaRF,4,0,1,1,0,0,2,.264,.780
PeraltaLF,4,0,2,1,0,0,1,.257,.767
"Ramírez, H1B",4,0,1,1,0,1,2,.327,.803
Paredes3B-2B,4,0,0,0,0,2,2,.217,.769
BethancourtC,4,0,1,0,0,1,2,.236,.662
WallsSS,4,0,0,0,0,2,1,.172,.540
Chang2B,2,0,1,0,0,0,1,.207,.566
a-BrujánPH-2B,0,1,0,0,0,0,0,.165,.479
"Díaz, Y3B",0,0,0,0,0,0,0,.290,.816
SiriCF,3,1,1,0,0,0,2,.217,.623
,33,4,9,4,0,8,15,,
