BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamDH,4,1,0,0,1,3,2,.246,.709
VerdugoRF,4,2,2,1,1,0,2,.284,.741
BogaertsSS,5,0,2,0,0,2,4,.317,.853
Devers3B,2,0,1,1,2,0,1,.291,.885
Story2B,4,0,1,1,0,1,6,.242,.752
Casas1B,4,0,0,0,0,2,2,.125,.250
"Hernández, KCF",4,0,0,0,0,2,0,.219,.637
CorderoLF,2,0,0,0,0,2,0,.219,.697
RefsnyderLF,2,0,0,0,0,1,0,.314,.881
PlaweckiC,2,0,0,0,1,0,0,.213,.563
a-McGuirePH,1,0,1,0,0,0,0,.263,.626
1-WongPR,0,0,0,0,0,0,0,.231,.815
,34,3,7,3,5,13,17,,
