Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2022,HOU,AL,SS,134,132,1165.0,512,146,347,19,64,,.963
1 Season,HOU,AL,SS,134,132,1165.0,512,146,347,19,64,,.963
