,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2014,BAL,AL,6,19,18,1,3,1,0,1,1,1,9,0,0,0,.167,.211,.389,.600
,2015,BAL,AL,7,12,9,0,1,0,0,0,0,3,4,0,0,0,.111,.333,.111,.444
,2017,AZ,NL,11,15,12,2,3,1,0,2,2,1,5,0,0,2,.250,.400,.833,1.233
,2018,AZ,NL,37,53,49,6,8,2,0,3,6,3,22,1,0,1,.163,.226,.388,.614
,2019,AZ,NL,152,603,529,86,137,26,1,29,73,67,155,8,1,6,.259,.348,.476,.824
,2020,AZ,NL,57,243,218,35,59,18,1,7,34,19,50,1,1,3,.271,.333,.459,.792
,2021,AZ,NL,115,445,401,55,98,23,1,10,46,38,106,0,0,4,.244,.315,.382,.697
,2022,AZ,NL,160,667,583,84,141,25,2,36,94,69,131,2,2,8,.242,.327,.477,.804
,8 Seasons,2 Teams,,545,2057,1819,269,450,96,5,88,256,201,482,12,4,24,.247,.328,.451,.779
