BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieuDH,5,0,1,0,0,2,2,.278,.788
BenintendiLF,4,0,1,0,1,0,4,.298,.753
JudgeRF,4,0,2,0,0,2,1,.295,1.050
Rizzo1B,4,0,0,0,0,1,4,.220,.828
Torres2B,4,1,1,1,0,2,3,.247,.735
"Cabrera, O3B",4,0,0,0,0,1,1,.200,.467
TrevinoC,4,1,2,0,0,0,0,.268,.735
Kiner-FalefaSS,4,0,1,0,0,1,2,.264,.629
FlorialCF,4,0,1,1,0,2,2,.050,.186
,37,2,9,2,1,11,19,,
