BATTERS - WSH,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Thomas, LRF",3,0,0,1,1,1,1,.249,.724
"García, L2B",4,1,1,0,1,1,1,.279,.711
Meneses1B,4,1,2,2,1,0,2,.328,.927
VoitDH,4,0,0,0,0,2,4,.236,.744
"Vargas, I3B",4,0,0,0,0,0,0,.271,.731
AbramsSS,4,0,0,0,0,0,0,.225,.570
RoblesCF,4,0,0,0,0,3,1,.227,.592
PalaciosLF,1,1,0,0,0,0,0,.184,.436
a-CallPH-LF,1,0,1,0,1,0,0,.232,.750
BarreraC,4,0,2,0,0,0,3,.216,.499
,33,3,6,3,4,7,12,,
