PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
deGrom,5.0,4,3,3,0,13,1,2.32
Lugo,1.0,0,0,0,0,1,0,3.22
"Rodríguez, J(W, 1-4)",2.0,0,0,0,0,5,0,4.73
May,1.0,1,0,0,0,1,0,5.23
,9.0,5,3,3,0,20,1,
