BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,2,3,1,0,2,0,.265,.778
LindorSS,5,0,2,0,0,2,5,.267,.786
McNeilRF,2,1,2,2,3,0,0,.320,.823
Alonso1B,3,1,0,1,1,0,6,.267,.850
VogelbachDH,4,0,2,2,1,0,2,.235,.791
2-VientosPR-DH,0,0,0,0,0,0,0,.071,.204
CanhaLF,5,0,1,0,0,2,6,.266,.772
Escobar3B,5,0,0,1,0,2,8,.237,.719
Guillorme2B,4,1,0,0,1,2,5,.281,.704
NidoC,4,1,2,0,0,0,0,.245,.605
1-GorePR,0,1,0,0,0,0,0,.000,.000
McCannC,0,0,0,0,0,0,0,.196,.535
,37,7,12,7,6,10,32,,
