BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BenintendiLF,3,2,2,2,1,1,0,.300,.767
JudgeDH,3,0,0,0,0,2,1,.293,1.044
Rizzo1B,3,1,1,0,1,1,2,.221,.828
LeMahieu3B,4,0,2,1,0,0,2,.280,.790
Torres2B,4,0,0,0,0,2,3,.244,.729
"Cabrera, OSS",4,0,0,0,0,3,0,.158,.369
"Hicks, ACF",3,0,0,0,0,1,0,.215,.636
TrevinoC,3,1,1,0,0,1,0,.269,.734
GonzalezRF,2,0,0,0,0,1,0,.205,.608
,29,4,6,3,2,12,8,,
