BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,3,1,1,1,1,0,0,.333,1.010
"Marte, SRF",3,1,0,0,0,1,1,.190,.499
LindorSS,4,0,1,1,0,0,1,.250,.850
Alonso1B,3,0,1,0,0,1,1,.200,.619
Escobar3B,3,0,0,0,1,1,1,.235,.821
"Canó, RDH",4,0,0,0,0,1,4,.200,.450
CanhaLF,3,0,0,0,1,1,1,.471,1.042
McNeil2B,3,0,0,0,0,2,1,.368,.955
McCannC,3,0,0,0,0,1,1,.083,.350
,29,2,3,2,3,8,11,,
