BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,0,0,0,0,1,1,.111,.516
RealmutoC,4,0,2,0,0,2,1,.235,.749
HarperDH,4,0,1,0,0,2,2,.111,.405
"Castellanos, NRF",4,0,2,0,0,0,2,.263,.826
Hoskins1B,4,0,0,0,0,3,3,.294,.988
GregoriusSS,3,0,0,0,0,1,1,.200,.467
Stott2B,3,0,0,0,0,2,0,.200,.500
Camargo3B,3,0,1,0,0,0,0,.500,1.071
MuzziottiCF,1,0,0,0,0,1,0,.000,.000
a-BohmPH,1,0,0,0,0,0,0,.750,2.107
VierlingCF,0,0,0,0,0,0,0,.000,.083
,31,0,6,0,0,12,10,,
