BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",4,0,0,0,0,0,1,.275,.782
ArozarenaRF,3,1,2,1,1,0,1,.257,.766
Paredes1B,2,0,0,0,1,0,1,.215,.731
"a-Lowe, BPH-2B",1,0,0,0,0,0,1,.234,.719
"Ramírez, HDH",4,1,1,0,0,0,2,.336,.838
Chang2B-1B,3,0,2,0,0,1,2,.217,.595
b-ChoiPH-1B,0,0,0,0,1,0,0,.237,.718
"Mejía, FC",4,0,0,0,0,1,4,.264,.700
PeraltaLF,4,0,2,1,0,1,2,.251,.750
WallsSS,2,0,0,0,1,0,2,.178,.571
SiriCF,2,0,0,0,1,1,3,.188,.542
,29,2,7,2,5,4,19,,
