PITCHERS - TB,IP,H,R,ER,BB,SO,HR,ERA
"Springs(W, 6-3)",5.2,5,1,1,3,7,0,2.46
"Beeks(H, 4)",1.1,1,0,0,0,1,0,2.63
"Adam(H, 19)",1.0,0,0,0,1,3,0,1.07
"Armstrong(S, 1)",1.0,0,0,0,0,1,0,4.71
,9.0,6,1,1,4,12,0,
