BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
OrtegaCF,2,0,0,0,2,1,1,.239,.688
ContrerasDH,4,1,1,2,0,1,3,.253,.840
Wisdom1B,3,0,0,0,1,3,2,.222,.770
HappLF,3,0,1,0,1,1,4,.274,.783
"Velazquez, NRF",4,0,0,0,0,2,2,.224,.757
GomesC,2,0,0,0,1,2,0,.224,.591
McKinstry3B,3,0,0,0,0,2,1,.045,.342
MorelSS,3,0,0,0,0,1,1,.257,.780
HoernerSS,0,0,0,0,0,0,0,.292,.747
Madrigal2B,3,1,2,0,0,0,0,.230,.532
,27,2,4,2,5,13,14,,
