PITCHERS - SEA,IP,H,R,ER,BB,SO,HR,ERA
"Kirby(W, 3-3)",6.0,6,1,1,0,8,0,3.40
"Festa(H, 5)",0.2,1,0,0,0,1,0,3.58
"Muñoz, A(H, 14)",1.1,0,0,0,0,3,0,2.93
"Swanson, E(S, 3)",1.0,0,0,0,0,1,0,1.07
,9.0,7,1,1,0,13,0,
