PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L",3.0,5,2,2,0,5,1,6.00
Marinaccio,1.0,0,0,0,1,2,0,0.00
Castro,1.0,0,0,0,1,0,0,0.00
"Luetge(W, 1-0)",1.0,0,0,0,1,2,0,0.00
"Green(H, 1)",1.0,0,0,0,0,1,0,0.00
"Holmes(H, 1)",1.0,0,0,0,1,1,0,5.40
"Chapman(S, 1)",1.0,0,0,0,0,1,0,0.00
,9.0,5,2,2,4,12,1,
