BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
DonaldsonDH,4,1,1,0,0,2,0,.300,.600
JudgeCF-RF,3,1,0,0,1,0,1,.250,.708
Rizzo1B,4,1,1,2,0,0,1,.286,1.587
StantonRF,3,1,1,2,0,0,0,.250,1.250
"Hicks, ACF",0,0,0,0,0,0,0,.250,.650
LeMahieu3B,2,0,0,0,1,1,0,.200,1.300
GalloLF,2,0,1,0,1,0,0,.167,.542
Torres2B,3,0,0,0,0,1,2,.000,.000
HigashiokaC,3,0,0,0,0,1,0,.143,.286
Kiner-FalefaSS,3,0,0,0,0,0,0,.000,.000
,27,4,4,4,3,5,4,,
