BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,0,0,0,2,0,.171,.497
"Freeman, F1B",4,0,0,0,0,2,0,.295,.805
TurnerSS,3,0,1,0,0,1,0,.311,.777
"Turner, JDH",3,0,0,0,0,1,1,.225,.586
Muncy2B,3,0,0,0,0,0,0,.139,.589
"Taylor, ChLF",2,1,0,0,1,1,0,.344,.905
Alberto3B,3,0,1,1,0,0,0,.250,.500
BellingerCF,3,0,0,0,0,2,1,.256,.803
"Barnes, AC",2,0,0,0,0,1,1,.333,1.166
"a-Smith, W.D.PH",1,0,0,0,0,0,0,.259,.777
,28,1,2,1,1,10,3,,
