BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,0,1,2,0,1,1,.268,.897
"Marte, SRF",4,1,0,0,1,1,1,.237,.652
LindorSS,4,0,1,1,0,1,2,.273,.854
Alonso1B,3,1,1,0,1,0,1,.260,.730
EscobarDH,4,1,2,0,0,2,1,.269,.858
CanhaLF,4,0,2,0,0,0,3,.333,.762
"Davis, J3B",3,0,0,0,0,2,4,.231,.740
1-McNeilPR-2B,0,0,0,0,0,0,0,.328,.880
Guillorme2B-3B,4,1,2,0,0,0,4,.259,.708
NidoC,3,1,2,2,0,1,0,.214,.457
"a-Smith, DoPH",1,0,0,0,0,1,0,.182,.512
,35,5,11,5,2,9,17,,
