Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2019,MIL,NL,183,64,57,0,3,.286,14,3,21,756,4.131,.262,.033,.417,.179,0,0
2020,SD,NL,252,98,92,1,1,.310,21,1,26,1048,4.159,.254,.040,.484,.205,2,1
2021,SD,NL,527,191,172,1,4,.292,46,10,62,2168,4.114,.226,.028,.454,.171,3,1
2022,SD,NL,524,154,198,7,2,.231,35,3,68,2219,4.235,.286,.032,.380,.157,2,2
4 Seasons,2 Teams,,1486,507,519,9,10,.274,116,17,177,6191,4.166,.256,.032,.425,.173,7,4
