Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,2 Teams,,Minors,CF,52,52,452.1,105,97,6,2,2,,.981
2015,AZL Brewers,AZL,ROK,LF,1,1,9.0,3,2,1,0,1,,1.000
2015,AZL Brewers,AZL,ROK,CF,40,40,347.1,86,78,6,2,2,,.977
2015,AZL Brewers,AZL,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
2015,Helena Brewers,PIO,ROK,CF,12,12,105.0,19,19,0,0,0,,1.000
2015,2 Teams,,ROK,CF,52,52,452.1,105,97,6,2,2,,.981
2016,Wisconsin Timber Rattlers,MID,A(Full),LF,10,10,84.0,11,11,0,0,0,,1.000
2016,Wisconsin Timber Rattlers,MID,A(Full),CF,49,47,422.0,103,92,7,4,2,,.961
2016,Wisconsin Timber Rattlers,MID,A(Full),RF,1,0,2.0,0,0,0,0,0,,.000
2017,Carolina Mudcats,CAR,A(Adv),LF,40,40,345.1,63,58,2,3,1,,.952
2017,Carolina Mudcats,CAR,A(Adv),CF,26,26,213.2,58,54,4,0,0,,1.000
2017,Carolina Mudcats,CAR,A(Adv),RF,52,51,448.1,101,89,8,4,4,,.960
2017,Carolina Mudcats,CAR,A(Adv),DH,16,16,0.0,0,0,0,0,0,,.000
2018,Biloxi Shuckers,SOU,AA,LF,15,12,105.2,20,18,1,1,0,,.950
2018,Biloxi Shuckers,SOU,AA,CF,6,6,52.0,11,10,1,0,1,,1.000
2018,Biloxi Shuckers,SOU,AA,RF,85,83,705.0,150,137,9,4,4,,.973
2018,Biloxi Shuckers,SOU,AA,DH,2,2,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,CF,90,88,766.2,210,204,3,3,2,,.986
2019,Biloxi Shuckers,SOU,AA,CF,59,58,507.0,142,139,2,1,1,,.993
2019,Biloxi Shuckers,SOU,AA,DH,4,4,0.0,0,0,0,0,0,,.000
2019,San Antonio Missions,PCL,AAA,LF,3,3,24.0,3,3,0,0,0,,1.000
2019,San Antonio Missions,PCL,AAA,CF,31,30,259.2,68,65,1,2,1,,.971
2021,El Paso Chihuahuas,PCL,AAA,CF,2,2,12.0,7,7,0,0,0,,1.000
,ACL Brewers Gold,AZL,ROK,LF,1,1,9.0,3,2,1,0,1,,1.000
,2 Teams,,ROK,CF,52,52,452.1,105,97,6,2,2,,.981
,ACL Brewers Gold,AZL,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
,San Antonio Missions,TEX,AAA,LF,3,3,24.0,3,3,0,0,0,,1.000
,2 Teams,,AAA,CF,33,32,271.2,75,72,1,2,1,,.973
,Biloxi Shuckers,SOU,AA,LF,15,12,105.2,20,18,1,1,0,,.950
,Biloxi Shuckers,SOU,AA,CF,65,64,559.0,153,149,3,1,2,,.993
,Biloxi Shuckers,SOU,AA,RF,85,83,705.0,150,137,9,4,4,,.973
,Biloxi Shuckers,SOU,AA,DH,6,6,0.0,0,0,0,0,0,,.000
,Carolina Mudcats,CAR,A+,LF,40,40,345.1,63,58,2,3,1,,.952
,Carolina Mudcats,CAR,A+,CF,26,26,213.2,58,54,4,0,0,,1.000
,Carolina Mudcats,CAR,A+,RF,52,51,448.1,101,89,8,4,4,,.960
,Carolina Mudcats,CAR,A+,DH,16,16,0.0,0,0,0,0,0,,.000
,Wisconsin Timber Rattlers,MID,A,LF,10,10,84.0,11,11,0,0,0,,1.000
,Wisconsin Timber Rattlers,MID,A,CF,49,47,422.0,103,92,7,4,2,,.961
,Wisconsin Timber Rattlers,MID,A,RF,1,0,2.0,0,0,0,0,0,,.000
,5 Teams,,Minors,LF,69,66,568.0,100,92,4,4,2,,.960
,3 Teams,,Minors,CF,140,137,1194.2,314,295,14,5,4,,.984
,3 Teams,,Minors,RF,138,134,1155.1,251,226,17,8,8,,.968
Career Minors,3 Teams,,,DH,24,24,0.0,0,0,0,0,0,,.000
